\fixlen = T
|set|Phase                 |ndiv_PDCSAP_FLUX|
|int|double                |double          |
 0   0.0                    0.999367398595   
 0   0.00672068390881138    0.999668601312   
 0   0.01344136781762276    0.999394482447   
 0   0.020162018835284      1.00037732348    
 0   0.026882702744095377   0.999849020141   
 0   0.033603386652906755   0.999061653866   
 0   0.04032407056171814    0.999553032327   
 0   0.047044721579379375   1.00030751107    
 0   0.05376543837937829    0.999378669515   
 0   0.06048608939700214    1.00002935486    
 0   0.06720674041466337    0.999361174356   
 0   0.07392745721466229    0.999234334452   
 0   0.08064810823228613    0.999467491092   
 0   0.08736875924994737    0.999396417008   
 0   0.34301250266063177    0.999438068492   
 0   0.3497337128280324     0.999380591503   
 0   0.35645489010428283    0.998514539921   
 0   0.3631760344893458     0.998544043848   
 0   0.36989721176559626    0.9990091482     
 0   0.3766184219329969     0.998186726246   
 0   0.3833395663180598     0.9989038665     
 0   0.3900607435943103     0.998942346857   
 0   0.39678195376171094    0.998567354733   
 0   0.403503131037924      0.999217415305   
 0   0.41022427542302436    0.99850570266    
 0   0.41694545269923744    0.998808465832   
 0   0.42366666286663807    0.998621630825   
 0   0.430387807251701      0.9987671325     
 0   0.43710898452795144    0.997930515261   
 0   0.44383019469535206    0.998002744213   
 0   0.450551339080415      0.998458106703   
 0   0.4572725163566655     0.998512800303   
 0   0.46399369363287857    0.998229729611   
 0   0.47071487090912906    0.99861244564    
 0   0.47743604818537955    0.99824427282    
 0   0.4841571925704425     0.998863298601   
 0   0.490878369846693      0.998405291891   
 0   0.49759954712290605    0.998212263843   
 0   0.5043207243991565     0.997938099997   
 0   0.5110418687842194     0.998981105553   
 0   0.5177630789516201     0.997836297533   
 0   0.5244842562278705     0.996799832941   
 0   0.5312054006129335     0.997668598327   
 0   0.537926577889184      0.998843258198   
 0   0.5446477880565472     0.998567285149   
 0   0.5513689324416475     0.998846946189   
 0   0.5580901097178607     0.999286791283   
 0   0.5648113198852612     0.998448712764   
 0   0.5715324971615117     0.998518854175   
 0   0.5782536415465747     0.998247195379   
 0   0.5849748188228251     0.997919729627   
 0   0.5916960289902258     0.998359574722   
 0   0.5984171733752887     0.99806460504    
 0   0.6051383506515392     0.998779657752   
 0   0.6118595608189024     0.998423105583   
 0   0.6185807052040028     0.997954869917   
 0   0.6253018824802158     0.998439875503   
 0   0.6320230597564662     0.999382191952   
 0   0.6387442370327168     0.997777637603   
 0   0.6454654143089298     0.997869141527   
 0   0.6521865915851803     0.998867125761   
 0   0.6589078017525809     0.998845554494   
 0   0.6656289461376439     0.998814519703   
 0   0.6723501234138943     0.998777152702   
 0   0.6790712677989573     0.99771995186    
 0   0.6857924779663579     0.998936014646   
 0   0.692513655242571      0.998457271686   
 0   0.6992347996276713     0.998796427673   
 0   0.7059560097950719     0.998939493883   
 0   0.7126771870713224     0.998111922659   
 0   0.7193983643475355     0.998456645424   
 0   0.7261195087325985     0.997887094388   
 0   0.732840718899999      0.999247545494   
 0   0.7395618961762496     0.998349624105   
 0   0.7462830405613124     0.997858634232   
 0   0.7530042507287131     0.999086248084   
 0   0.7597254280049636     0.99901708086    
 0   0.7664465723900266     0.998165781242   
 0   0.7731677496662396     0.999307249195   
 0   0.7798889269424901     0.999052012396   
 0   0.786610071327553      0.998619612867   
 0   0.7933312486038034     0.998956611727   
 0   0.8000524587712041     0.998009911441   
 0   0.806773603156267      0.998065579227   
 0   0.8134947804325176     0.998836438894   
 0   0.8202159577087306     0.998516557878   
 0   0.8269371678761687     0.998572364834   
 0   0.8336583122612315     1.00008193602    
 0   0.840379489537482      0.998955150448   
 0   0.8471006668136951     0.998634712754   
 0   0.8538218440899082     0.998674028128   
 0   0.8605430213661587     0.999301056154   
 0   0.8672641986424091     0.999152075241   
 0   0.8739853759186597     0.998102598304   
 0   0.8807065531948727     1.00017448372    
 0   0.8874277304711232     0.999245597122   
 0   0.8941489077473362     0.998996762118   
 0   0.9008701179147369     0.9992238171     
 0   0.9075912622998372     0.998706941707   
 0   0.9143124395760504     0.999310102169   
 0   0.9210336168523008     0.99917441194    
 0   0.9277547941285139     0.998487262706   
 0   0.9344759714047643     0.998002048366   
 0   0.9411971157898272     0.999357837295   
 0   0.9479183259572279     0.99908353428    
 0   0.9546395032334783     0.999631305294   
 0   0.9613606805096915     0.999532982067   
 0   0.9680818577859419     0.99959727836    
 0   0.9748030021710049     0.996002531075   
 0   0.9815241794472553     0.989300477557   
 0   0.9882453238323183     0.989718125121   
 0   0.9949665339997189     0.995002598468   
 0   0.0016877112759693933  0.999761150405   
 0   0.008408855661032335   0.999397639762   
 0   0.015130065828432952   0.999868171724   
 0   0.021851243104683428   0.999324436624   
 0   0.02857238748974637    0.999596860852   
 0   0.03529356476599685    0.999838389459   
 0   0.042014774933360075   0.999642160513   
 0   0.04873595220961055    0.999811877675   
 0   0.05545709659467349    0.999818070717   
 0   0.06217830676207411    0.999378086453   
 0   0.06889948403832459    1.00043020761    
 0   0.07562062842338753    0.999520248061   
 0   0.082341805699638      0.999561163884   
 0   0.08906301586703862    0.999490326626   
 0   0.09578416025210156    0.999787035926   
 0   0.10250533752835203    0.998923698149   
 0   0.10922651480456512    0.999315668947   
 0   0.1159476920808156     0.999837067349   
 0   0.12266886935702868    0.999813686879   
 0   0.12939004663327916    0.999487056144   
 0   0.1361111910183421     0.999598043792   
 0   0.14283236829459256    0.998774090974   
 0   0.14955354557084305    0.999537296321   
 0   0.156274689955906      0.999890995516   
 0   0.16299590012330661    0.999581065117   
 0   0.1697170773995197     1.00007922222    
 0   0.17643822178462001    0.999853071837   
 0   0.18315943195202064    0.999342946163   
 0   0.18988060922823372    0.999519552214   
 0   0.19660175361333407    0.999286930453   
 0   0.20332293088954714    0.998694764379   
 0   0.21004414105694777    1.00024587765    
 0   0.21676531833319823    0.999281502844   
 0   0.22348646271826117    0.999847505059   
 0   0.2302076728856618     0.999039487144   
 0   0.23692885016187487    0.999665332229   
 0   0.24364999454697522    0.999298968612   
 0   0.2503711718231883     0.999177334499   
 0   0.2570923819906263     0.999614117865   
 0   0.2638135263756893     0.999845347932   
 0   0.2705346707607522     0.999387410807   
 0   0.2772558809281528     1.00024719976    
 0   0.2839770253132157     0.999684676784   
 0   0.2974193798656793     0.999416775564   
 0   0.3041405571419298     0.999684815954   
 0   0.31086173441818027    0.99989781482    
 0   0.31758291169439334    0.999171558966   
 0   0.32430412186179397    0.999349417543   
 0   0.3310252662468569     0.998873597141   
 0   0.3377464435231074     0.999398683533   
 0   0.34446758790817034    0.998896212179   
 0   0.35118879807557096    0.999869841758   
 0   0.3579099753518214     0.99962065883    
 0   0.36463111973688433    0.99897929635    
 0   0.3713522970131348     0.999552952886   
 0   0.37807350718053545    0.999378921469   
 0   0.3847946515655984     0.99876608873    
 0   0.3915158288418489     0.99984722672    
 0   0.39823700611806195    0.999570627408   
 0   0.40495818339431244    0.999943044896   
 0   0.4116793277793754     0.999182414185   
 0   0.41840050505562587    0.999264802508   
 0   0.42512171522302644    0.999833588112   
 0   0.43184289249927693    0.99983678901    
 0   0.43856403688433987    0.999884454552   
 0   0.4452852470517405     0.999111646512   
 0   0.45200642432795357    1.00050702915    
 0   0.45872760160420406    0.999370014624   
 0   0.465448745989267      0.998276560136   
 0   0.4721699561566676     0.999647379368   
 0   0.4788911334329181     0.999144629675   
 0   0.4856122449268309     0.999528667814   
 0   0.49233345509419413    1.00022361054    
 0   0.4990546323704446     1.00040634005    
 0   0.5057757767555076     1.00015479124    
 0   0.512496954031758      0.999732203157   
 0   0.5192181641991587     0.999789471392   
 0   0.5259393085842216     0.999286234606   
 0   0.5326604858604721     0.999374120123   
 0   0.5393816960278727     0.999308084212   
 0   0.5461028733041231     0.99991075758    
 0   0.5528240176891861     1.00018526935    
 0   0.5595451949654365     0.999855437718   
 0   0.5662664051327998     0.999861004497   
 0   0.5729875495179001     0.999662548839   
 0   0.5797087267941132     1.00045268348    
 0   0.586429838288026      1.00023203029    
 0   0.5931510484554267     1.00000921998    
 0   0.5998722257316771     0.999637011242   
 0   0.6065933701167401     0.999403763219   
 0   0.6133145802841407     1.00021115487    
 0   0.6200357575603538     1.00020343097    
 0   0.6267569348366042     1.0000856936     
 0   0.6334780792216672     1.00017879797    
 0   0.6401992893891052     0.999579603838   
 0   0.6469204666653182     0.999840198662   
 0   0.6536416110504186     1.0001148496     
 0   0.6603628212177818     0.999886750848   
 0   0.6670839984940323     1.00028519303    
 0   0.6738051099879451     0.999285677928   
 0   0.6805262872641582     1.00018039842    
 0   0.6872474974315962     0.999380661088   
 0   0.6939686418166591     1.0000742817     
 0   0.7006898190928722     0.999857316506   
 0   0.7074110292602728     1.00065879346    
 0   0.7141322065365233     1.00094541297    
 0   0.7208533509215862     1.00017643209    
 0   0.7275745281978367     1.0003213075     
 0   0.7342957383652373     0.999893291813   
 0   0.7410168827503003     1.00066289895    
 0   0.7477380600265507     0.999748485984   
 0   0.7544592373027639     1.00033550279    
 0   0.7611803816878268     0.99997735017    
 0   0.7679015589640773     1.00041726485    
 0   0.7746227362403277     0.999969974188   
 0   0.7813439135165782     0.999670690253   
 0   0.7880650907927913     1.00038393376    
 0   0.7947862680690043     1.00011923344    
 0   0.8015074124541047     0.999972270484   
 0   0.8082286226215053     1.00043473062    
 0   0.8149497998977558     1.00265413566    
 0   0.8216709442828187     0.999816679022   
 0   0.8283921215590693     0.999909644225   
 0   0.8351132988352823     0.999866084182   
 0   0.8418344432203453     1.00000156566    
 0   0.8485556204965957     0.999944645345   
