\fixlen = T
|set|Phase                 |ndiv_PDCSAP_FLUX|
|int|double                |double          |
 0   0.8552768306639963     1.00124226144    
 0   0.8619980079402468     1.0001412918     
 0   0.8687191523253097     0.999849175092   
 0   0.8754403624927104     1.00045998987    
 0   0.8821615397689234     1.00106161947    
 0   0.8888826841539864     1.00036319751    
 0   0.8956038614302368     1.00021310324    
 0   0.9023250387064874     0.999833309773   
 0   0.9090461830915503     0.999896910219   
 0   0.9157673603678008     0.999651554452   
 0   0.9224885705352014     0.999720512922   
 0   0.9292097149202644     1.00041281143    
 0   0.9359308921964774     0.999924187434   
 0   0.9426520694727278     0.99962713021    
 0   0.9493732467489784     0.999797056127   
 0   0.9560944240252288     1.00019765543    
 0   0.962815601301442      1.0004917901     
 0   0.969536778577655      1.00027837372    
 0   0.9762579229627554     0.994377936323   
 0   0.9829791002389684     0.990079130714   
 0   0.9897002775152189     0.990261442713   
 0   0.9964214547914694     0.996683348099   
 0   0.003142632067682461   1.00048886754    
 0   0.009863809343932937   0.999787940527   
 0   0.01658498662014602    1.00013941301    
 0   0.023306163896396496   0.999259792407   
 0   0.030027341172646972   0.999949029183   
 0   0.03674848555770992    0.999450732913   
 0   0.04346966283396039    0.998908389508   
 0   0.050190840110173475   0.999436815967   
 0   0.05691201738642395    0.999044497245   
 0   0.0636331617714869     1.00002487654    
 0   0.07035437193888751    0.998761913646   
 0   0.07707554921513798    1.00046423454    
 0   0.08379669360020092    0.999699637502   
 0   0.09051790376760155    0.999610847383   
 0   0.09723904815266449    0.998938728451   
 0   0.10396022542891496    0.999565965231   
 0   0.1106813698139779     0.999226182981   
 0   0.11740257998137853    1.00008736363    
 0   0.124123757257629      0.999253042688   
 0   0.13084490164269194    0.999809024701   
 0   0.13756611181009257    0.999478775561   
 0   0.14428728908630564    0.999396039314   
 0   0.15100843347140597    0.99929423685    
 0   0.1577295778564689     0.999094250328   
 0   0.16445078802386953    0.999838667798   
 0   0.17117193240893247    0.99958684065    
 0   0.17789310968518296    0.999374468046   
 0   0.18461431985258356    0.998708472571   
 0   0.19133546423764652    0.999528528644   
 0   0.19805664151389699    0.999938661058   
 0   0.20477781879011006    0.999263619567   
 0   0.21149902895754807    0.999454977582   
 0   0.2182201404514235     0.999794133569   
 0   0.22494131772767395    1.00000824579    
 0   0.23166246211273692    0.999797125712   
 0   0.23838367228013752    0.999467989927   
 0   0.245104849556388      0.999393673433   
 0   0.25182599394145094    0.998999058414   
 0   0.25854720410885157    0.998796566842   
 0   0.26526838138510206    0.999728375996   
 0   0.27871067015522794    0.999141498362   
 0   0.28543188032262856    1.00004700449    
 0   0.292153057598879      1.00008409315    
 0   0.29887420198394193    1.00018492143    
 0   0.30559541215134256    0.99938010441    
 0   0.31231658942759305    0.999992728395   
 0   0.319037733812656      0.999017220029   
 0   0.3257588781977189     0.999699080824   
 0   0.33248008836511955    0.999626851872   
 0   0.3392012327502199     1.00006085185    
 0   0.345922410026433      0.999584683524   
 0   0.3526436201938336     1.00036674633    
 0   0.35936479747008404    0.999825516283   
 0   0.366085941855147      1.00035797866    
 0   0.37280711913139747    0.999817861962   
 0   0.37952829640761054    1.00005034455    
 0   0.3862494407927109     1.00009293041    
 0   0.39297061806892397    0.999874921443   
 0   0.3996918282363246     0.999955987657   
 0   0.40641297262138754    0.999738604952   
 0   0.413134149897638      0.999984099889   
 0   0.41985529428270096    1.0003277093     
 0   0.42657647155895145    0.99977680697    
 0   0.4332976488352019     0.999743406299   
 0   0.440018826111415      0.999861143666   
 0   0.4467399704965153     1.00080346011    
 0   0.4534611806638785     1.00048573623    
 0   0.460182357940129      1.00041121098    
 0   0.46690350232519195    1.00048998089    
 0   0.47362467960144244    1.00005486756    
 0   0.48034585687769293    0.999946663302   
 0   0.48706700126275587    0.99935275761    
 0   0.49378817853900636    1.00043960155    
 0   0.5005093887063695     1.00051162175    
 0   0.5072305659826201     0.99963624581    
 0   0.513951710367683      1.00019027945    
 0   0.5206728876439335     0.999841590356   
 0   0.5273940649201839     1.00029173399    
 0   0.5341152093052469     0.999920081935   
 0   0.5408363865814599     1.00067020535    
 0   0.5475575967488606     1.00049617394    
 0   0.554278774025111      1.00077124238    
 0   0.560999918410174      1.00021414701    
 0   0.5677210956864245     1.00021470369    
 0   0.5744422729626749     1.0007132783     
 0   0.5811634173477379     1.00086476426    
 0   0.5878845946239509     1.0006932379     
 0   0.5946058047913516     1.00108917503    
 0   0.601326982067602      0.999949516277   
 0   0.608048126452665      1.00036229291    
 0   0.6147693037289155     1.00124532317    
 0   0.6214904810051659     1.00108924461    
 0   0.6282116253902289     1.00051990233    
 0   0.634932802666442      1.00075335911    
 0   0.6416540128338426     1.00052755665    
 0   0.6483751572189056     1.00066874407    
 0   0.6550963016040059     1.00049874857    
 0   0.6618174788802189     1.00167793145    
 0   0.6685386561564695     1.00058732994    
 0   0.6752598334327199     1.00127628837    
 0   0.681981010708933      1.00021887878    
 0   0.6887021879851835     1.00126598983    
 0   0.6954233652613966     1.00049325138    
 0   0.7021445096464969     1.00076553644    
 0   0.7088656540315599     1.00107859815    
 0   0.7155868641989604     1.00096907178    
 0   0.7223080414752109     1.00095070141    
 0   0.7290291858602739     1.00042039616    
 0   0.7357503960276744     1.00093184395    
 0   0.7424715404127374     1.00213955657    
 0   0.7491926847978377     1.00178606612    
 0   0.7559138620740509     1.00137593371    
 0   0.7626350722414514     1.00163708521    
 0   0.769356249517702      1.00062198313    
 0   0.7760773939027649     1.00119696178    
 0   0.7827985711790153     1.00063569132    
 0   0.7895197484552284     1.00125583046    
 0   0.7962408928403287     1.00097776987    
 0   0.8029620701165419     1.001568753      
 0   0.8096832802839424     1.00090352296    
 0   0.8164044246690054     1.00133425245    
 0   0.8231255690541057     1.00157863404    
 0   0.8298467792215064     1.00048594498    
 0   0.8365679236065693     1.00057452634    
 0   0.8432891008828198     1.00142095503    
 0   0.8500102781590329     1.0010747014     
 0   0.8567314225441331     1.00071675754    
 0   0.8634525998203463     1.001121184      
 0   0.8701737770965594     1.00080680018    
 0   0.8768949214816597     1.00126696402    
 0   0.8836161316490603     1.0015683355     
 0   0.8903373089253108     1.00155226142    
 0   0.8970584204191862     1.00161210429    
 0   0.9037796305865868     1.00056673285    
 0   0.9105008078628373     1.00088932767    
 0   0.9172219851390504     1.00171543762    
 0   0.9239431295241507     1.00104881588    
 0   0.9306643396915514     1.0016795319     
 0   0.9373854840766143     1.00132792024    
 0   0.9441066284616773     1.00080777437    
 0   0.9508278386290778     1.0010391436     
 0   0.9575490159053283     1.00170131192    
 0   0.9642701602903913     1.00119125583    
 0   0.9709913046754916     1.00071487875    
 0   0.9777125148428548     0.993839350493   
 0   0.9844336592279551     0.991263671617   
 0   0.9911548365041682     0.992210302319   
 0   0.9978760466715688     1.00020440515    
 0   0.0045971581654816445  1.00128463854    
 0   0.01131833544173212    1.0021271009     
 0   0.018039512717982598   1.00045769358    
 0   0.024760722885345823   1.00081334115    
 0   0.031481867270446155   1.00090477549    
 0   0.03820304454665924    1.00077409536    
 0   0.044924188931759576   1.00098090118    
 0   0.05164536620797266    1.0010223041     
 0   0.058366543484223134   1.00106544663    
 0   0.06508772076047362    1.00094033328    
 0   0.07180889803668669    1.00171808184    
 0   0.07853004242178703    1.00211826364    
 0   0.0852512196980001     1.00054669245    
 0   0.09197239697425058    1.00097923115    
 0   0.09869357425046367    1.00176171147    
 0   0.10541475152671415    1.00080812229    
 0   0.11213589591177708    1.00188856443    
 0   0.11885710607917771    1.00071571377    
 0   0.12557825046427804    1.0014867126     
 0   0.1322994277404911     1.00150786636    
 0   0.13902057212555408    1.00206489215    
 0   0.14574174940180454    1.00159262057    
 0   0.1524629266780176     1.00096969804    
 0   0.1591841039542681     1.00159776984    
 0   0.16590528123051856    1.00142909645    
 0   0.17262645850676905    1.00229173838    
 0   0.179347602891832      1.00183484502    
 0   0.18606874727689493    1.0014821896     
 0   0.19278995744429556    1.00174480238    
 0   0.19951113472050863    1.00214199203    
 0   0.20623224621445882    1.0015792603     
 0   0.21295345638182206    1.00079705832    
 0   0.21967463365807252    1.00199829956    
 0   0.22639577804313546    1.0017246228     
 0   0.23311695531938595    1.0022542322     
 0   0.2398381325956364     1.0017642861     
 0   0.24655927698069938    1.00207498193    
 0   0.2600016315331629     1.00241316373    
 0   0.26672284170056354    1.00238171143    
 0   0.27344395319447634    1.00195216488    
 0   0.28016513047072683    1.00139159027    
 0   0.28688634063812746    1.00150584841    
 0   0.2936074850231904     1.00152185289    
 0   0.30032862940825333    1.0027013837     
 0   0.30704977379331627    1.00175809306    
 0   0.31377098396075426    1.00279323554    
 0   0.32049216123696733    1.00180339272    
 0   0.3272133385132178     1.00244837361    
 0   0.33393448289828076    1.00221463849    
 0   0.34065566017449384    1.00220127822    
 0   0.3473768374507443     1.00260480009    
 0   0.35409798183580726    1.00137363741    
 0   0.36081915911205775    1.00181320417    
 0   0.36754033638830824    1.0023367597     
 0   0.3742614807733712     1.00134385515    
 0   0.3809826909407718     1.00223356554    
 0   0.3877038682169849     1.00229159921    
 0   0.39442497971093504    1.00167208633    
 0   0.4011461569871481     1.0015469034     
 0   0.40786736715454874    1.00218402121    
 0   0.41458854443079923    1.00197651954    
 0   0.42130965592471203    1.00163701563    
 0   0.4280308332009251     1.00218610875    
 0   0.43475204336832574    1.00205264523    
 0   0.4414731877534261     1.00148601676    
 0   0.448194332138489      1.00272587752    
 0   0.45491554230588965    1.00248504476    
 0   0.4616366866909526     1.00225931189    
 0   0.468357863967203      1.0024597855     
 0   0.47507900835226596    1.00187290787    
 0   0.4818001856284791     1.00265559694    
 0   0.48852136290472953    1.00208994265    
 0   0.49524254018098       1.00154947803    
 0   0.5019637174572305     1.00286963958    
 0   0.5086848618422934     1.00230252401    
 0   0.5154060391185439     1.00199955208    
 0   0.5221271835036069     1.00166700665    
 0   0.52884839367097       1.00235965307    
 0   0.5355695380560704     1.00217977654    
 0   0.5422906824411333     1.00234343983    
 0   0.549011892608534      1.00213197183    
 0   0.5557330698847844     1.00209537026    
 0   0.5624541813786973     1.00179198083    
 0   0.5691753586549103     1.00237266542    
 0   0.575896568822311      1.00248546227    
 0   0.5826177460985614     1.00131017614    
 0   0.5893388575924743     1.00176943537    
 0   0.5960600348687247     1.00143236693    
 0   0.602781245036088      1.00118005269    
 0   0.6095024223123384     1.00174146231    
 0   0.6162235338062512     1.00196079339    
 0   0.6229447439736518     1.00161259139    
 0   0.6296659212499023     1.00174612449    
 0   0.6363870656349653     1.00168614245    
 0   0.6431082100200282     1.00200254423    
 0   0.6498293872962787     1.00182078891    
 0   0.6565505974636793     1.00280318616    
 0   0.6632717418487423     1.00122020308    
 0   0.6699929191249927     1.00226835791    
 0   0.6767140964012058     1.00167653975    
 0   0.6834352407862687     1.0013463602     
 0   0.690156385171369      1.00183533211    
 0   0.6968775953387697     1.00360382809    
 0   0.7035987397238326     1.00195807958    
 0   0.7103199170000831     1.00103357683    
 0   0.7170410942762961     1.00208625466    
 0   0.7237622386613966     1.00237106497    
 0   0.7304834159376096     1.00208395836    
 0   0.7372045932138601     1.00121790678    
 0   0.743925737598923      1.00190262055    
 0   0.7506469148751734     1.00181967555    
 0   0.7573680921513866     1.00105591352    
 0   0.7640893023187871     1.00148921765    
 0   0.7708104138127        1.0008714444     
 0   0.7775315910889504     1.0013322345     
 0   0.7842527354740134     1.00175823223    
 0   0.7909739127502639     1.00232604365    
 0   0.7976950900265144     1.00137774291    
 0   0.8044162344115773     1.00195404367    
 0   0.8111374116877904     1.00161871484    
 0   0.8178585889640408     1.00085049939    
 0   0.824579766240254      1.00138205717    
 0   0.8313009106253543     1.00051871939    
 0   0.8380220879015674     1.00020732771    
 0   0.8447432651778178     1.00089204148    
 0   0.8514644095628807     1.00099189557    
 0   0.8581855868391313     1.00074994946    
 0   0.8649067641153817     1.00046451288    
 0   0.8716279085004447     1.0016740347     
 0   0.8783490857766951     1.00104909422    
 0   0.8850702630529083     1.0012684253     
 0   0.8917914074380086     1.00052157236    
 0   0.8985125847142217     1.00137614246    
 0   0.9052337619904721     1.00106036695    
 0   0.9119549392666852     1.00134629061    
 0   0.9186760836517855     1.00100156785    
 0   0.9253972609279986     1.00052908751    
 0   0.9321184382042491     1.00101040511    
 0   0.938839582589312      1.00079163071    
 0   0.9455607598655625     0.999952995513   
 0   0.9522819042506254     1.00105111218    
 0   0.959003081526876      1.00088730972    
 0   0.965724258803089      1.00054349155    
 0   0.9724454360793395     0.99979503817    
 0   0.9791665475732523     0.99258334607    
 0   0.985887757740653      0.990553141912   
 0   0.992608935016866      0.993341750071   
 0   0.9993300794019663     1.00019716834    
 0   0.006051256678179409   1.00029069022    
 0   0.012772433954429886   1.00130085178    
 0   0.019493578339492827   1.00031469695    
 0   0.02621472272455577    1.00040160828    
 0   0.03293593289199378    1.00132103136    
 0   0.03965707727705672    1.00028185296    
 0   0.04637822166211966    1.00120517278    
 0   0.05309943182952028    1.00054209986    
 0   0.05982057621458322    1.00052331198    
 0   0.06654172059968355    1.00040905385    
 0   0.07326289787589664    1.0006403535     
 0   0.07998410804329725    1.00007372502    
 0   0.08670525242836019    1.00162275076    
 0   0.09342639681346053    1.00070993823    
 0   0.10014760698086116    1.00149965536    
 0   0.1068687513659241     1.00124003473    
 0   0.11358989575098703    1.00100010657    
 0   0.12031104013608737    1.00002035353    
 0   0.127032250303488      1.00004046352    
 0   0.13375339468855094    1.00061474632    
 0   0.1404745719648014     1.00041698651    
 0   0.14719574924101447    1.00038233331    
 0   0.15391689362611483    1.0018322008     
 0   0.1606380709023279     1.00050640289    
 0   0.1673592481785784     1.00094402127    
 0   0.17408039256364133    1.00075711668    
 0   0.1808015698398544     1.00048942422    
 0   0.18752271422495473    1.00163089217    
 0   0.19424385861001767    1.00131191576    
 0   0.2009650687774183     1.00106120196    
 0   0.20768624605366878    1.00067215372    
 0   0.21440739043873172    1.00110824124    
 0   0.22112856771498218    1.00128060263    
 0   0.22784974499119529    1.00176950496    
 0   0.24129203376135855    1.00078689895    
 0   0.24801324392875918    1.00139520868    
 0   0.25473442120497225    1.00132242305    
 0   0.26145553269892247    1.0004571369     
 0   0.2681767428662857     1.0015172603     
 0   0.27489792014253617    1.00109877772    
 0   0.28161903163644897    1.00074013801    
 0   0.28834020891266204    1.00057612679    
 0   0.29506141908010003    1.00064870367    
 0   0.30178256346516297    1.00086601679    
 0   0.3085037078502259     1.00110392699    
 0   0.3152248851264764     1.00030516384    
 0   0.32194606240268947    1.00066533442    
 0   0.3286672067877898     1.00118040061    
 0   0.33538835117285276    1.00068036472    
 0   0.3421095613402534     1.00167834896    
 0   0.3488307057253163     1.00053924689    
 0   0.3555518501104166     1.00137099319    
 0   0.36227302738662975    1.00005994725    
 0   0.3689942046628802     1.002148533      
 0   0.3757153490479431     1.00114957457    
 0   0.38243652632415626    1.00033418068    
 0   0.3891577036004067     1.00164515704    
 0   0.39587884798546963    1.00093720197    
 0   0.4026000252617201     1.00044447248    
 0   0.40932116964678306    1.00073596292    
 0   0.41604234692303355    1.00132047468    
 0   0.42276352419928404    1.00124267895    
 0   0.429484668584347      1.00112855999    
 0   0.43620584586059746    1.00090853306    
 0   0.44292702313681054    1.00085578783    
 0   0.44964816752191084    1.0008418013     
 0   0.4563693119069738     1.00078884732    
 0   0.4630905220743744     1.00076045675    
 0   0.46981166645943734    1.00122778781    
 0   0.4765328108445003     1.00122778781    
 0   0.4832540210119009     1.00109049714    
 0   0.48997516539696384    1.0002474781     
 0   0.4966963097820642     1.0011849932     
 0   0.5034174870582773     1.00105111218    
 0   0.5101386643345277     1.00110671038    
 0   0.5168598087195907     1.00159477769    
 0   0.5235809859958411     1.00109328053    
 0   0.5303021632720917     1.00058308527    
 0   0.5370233076571546     1.0009644096     
 0   0.5437444520422176     1.00098556336    
 0   0.550465629318468      1.00130565313    
 0   0.5571868065947185     1.00040870593    
 0   0.5639079509797814     0.999692122351   
 0   0.5706291282560318     1.00049568684    
 0   0.5773502726410948     1.00099607065    
 0   0.584071449917308      1.0004771773     
 0   0.5907926271935584     1.00107957233    
 0   0.5975137386874712     1.00043243432    
 0   0.6042349488548718     1.0010446408     
 0   0.6109561261310849     1.0001945937     
 0   0.6176772376250351     1.00010441189    
 0   0.6243984149012481     1.00108221655    
 0   0.6311196250686488     1.00015339954    
 0   0.6378407694537117     1.00036618966    
 0   0.6445619138387747     1.00078307179    
 0   0.6512830911150251     0.99985766443    
 0   0.6580042683912756     1.00006551403    
 0   0.6647254127763386     1.00038483836    
 0   0.6714465571614016     1.00003594051    
 0   0.6781677673288021     1.00000024355    
 0   0.6848888788227149     1.00076087426    
 0   0.6916100560989654     1.00092050163    
 0   0.698331266266366      1.0006453636     
 0   0.7050523777602788     1.00148010205    
 0   0.7117735550365293     1.00070861612    
 0   0.7184947323127424     1.00072448144    
 0   0.7252159095889928     0.999740622909   
 0   0.7319370539740558     1.00041942198    
 0   0.7386581983591187     0.999920986536   
 0   0.7453793756353692     1.00042074409    
 0   0.7521005529115823     1.00013934343    
 0   0.7588216972966826     1.00050939503    
 0   0.7655428745728957     1.0003586745     
 0   0.7722640518491461     1.00026626598    
 0   0.7789851962342091     0.999806310897   
 0   0.7857063735104596     1.00076845899    
 0   0.7924275178955226     1.00078237594    
 0   0.799148695171773      1.00064807741    
 0   0.805869839556836      1.00036646799    
 0   0.8125910168330864     1.00025220986    
 0   0.819312227000487      0.999842703712   
 0   0.8260333384943999     0.999899484854   
 0   0.8327545157706503     1.00078863857    
 0   0.8394756272645257     1.00030794723    
 0   0.8461968374319263     0.999676396201   
 0   0.8529179818170267     1.00021407743    
 0   0.8596391262020896     1.00049227719    
 0   0.8663603363694903     1.00010030639    
 0   0.8730814807545532     1.00017935465    
 0   0.8798026580308037     1.00067124912    
 0   0.8865237695247165     1.00041399437    
 0   0.8932449796921171     1.00055156338    
 0   0.8999661569683302     0.999853002252   
 0   0.906687268462243      1.00056638493    
 0   0.9134084786296436     1.00034517507    
 0   0.9201296230147066     0.999592755353   
 0   0.9268507673998069     0.999532077466   
 0   0.9335719117848698     0.999953900115   
 0   0.9402931219522704     1.00025847249    
 0   0.9470142663373333     1.00023321323    
 0   0.9537354107224337     1.00090748929    
 0   0.9604565879986467     1.00000351403    
