\fixlen = T
|set|TIME       |ndiv_PDCSAP_FLUX|
|int|double     |double          |
 2   302.0921725 0.999908951621   
 2   302.1126051 0.999565946      
 2   302.1330376 1.00031807368    
 2   302.1534702 0.999761912744   
 2   302.1739029 0.999417035101   
 2   302.1943354 1.00000561607    
 2   302.2147680 1.0002408102     
 2   302.2352004 0.999829220471   
 2   302.2556331 0.999489363252   
 2   302.2760657 1.00049659658    
 2   302.2964982 0.999230088102   
 2   302.3169309 0.999182521707   
 2   302.3373634 0.999581177458   
 2   302.3577959 0.999993703196   
 2   302.3782286 1.00001812458    
 2   302.4190937 1.00057530662    
 2   302.4395262 0.999775612547   
 2   302.4599589 1.0008617261     
 2   302.4803914 1.00001625256    
 2   302.5008240 0.999574029735   
 2   302.5212567 0.999972174935   
 2   302.5416891 1.00016082377    
 2   302.5621217 0.999841218435   
 2   302.5825543 1.00051387024    
 2   302.6029869 0.999526463339   
 2   302.6234195 1.0001204051     
 2   302.6438521 1.00064831551    
 2   302.6642846 1.00023110972    
 2   302.6847172 0.999840027148   
 2   302.7051498 1.00047762107    
 2   302.7255825 1.00046826096    
 2   302.7460149 1.00069145713    
 2   302.7664475 1.00036938412    
 2   302.7868800 0.999675204055   
 2   302.8073127 0.998745659673   
 2   302.8277453 0.999920439034   
 2   302.8481778 0.999733662219   
 2   302.8686104 0.999577518505   
 2   302.8890430 0.999283610934   
 2   302.9094756 0.999718430762   
 2   302.9299082 0.999582879297   
 2   302.9503407 1.00002527231    
 2   302.9707733 1.00091193035    
 2   302.9912058 1.00005582031    
 2   303.0116385 0.999770081571   
 2   303.0320711 0.999785908672   
 2   303.0525035 0.999459751256   
 2   303.0729362 0.999993022461   
 2   303.0933688 0.999300969691   
 2   303.1138013 1.00009206948    
 2   303.1342338 0.999575050838   
 2   303.1546665 0.999408100447   
 2   303.1750991 1.00005445884    
 2   303.1955316 0.999752297355   
 2   303.2159642 0.999567392563   
 2   303.2363968 1.00029799198    
 2   303.2568293 1.00018830847    
 2   303.2772620 1.00002927163    
 2   303.2976945 0.999567647839   
 2   303.3181270 1.00034674967    
 2   303.3385596 0.99950765802    
 2   303.3589922 0.998998638018   
 2   303.3794248 0.999867767121   
 2   303.3998573 1.000022209      
 2   303.4202899 0.999122616979   
 2   303.4407225 1.00064406091    
 2   303.4611551 0.998785652886   
 2   303.4815875 0.999087133639   
 2   303.5020202 1.00018507498    
 2   303.5224528 0.999683968525   
 2   303.5428853 0.999090537316   
 2   303.5633179 0.999742341598   
 2   303.5837505 0.998832368362   
 2   303.6041830 0.999548331968   
 2   303.6246157 0.999094026086   
 2   303.6450483 0.999041694541   
 2   303.6654807 0.998531142885   
 2   303.6859133 0.998082282887   
 2   303.7063460 0.989524245843   
 2   303.7267786 0.988503397806   
 2   303.7472110 0.991614614507   
 2   303.7676437 0.998524505714   
 2   303.7880763 0.999219962161   
 2   303.8085088 0.999160142526   
 2   303.8289414 1.0000136998     
 2   303.8493740 1.00010176996    
 2   303.8698065 0.99965222923    
 2   303.8902390 0.999751616619   
 2   303.9106717 0.999249403973   
 2   303.9311042 0.999544502831   
 2   303.9515368 0.999844877388   
 2   303.9719694 0.999582113469   
 2   303.9924019 0.999665418481   
 2   304.0128345 0.999693158455   
 2   304.0332671 0.99922208946    
 2   304.0536997 0.999456687946   
 2   304.0741322 0.999457623957   
 2   304.0945648 0.999606619949   
 2   304.1149975 0.99945030605    
 2   304.1354299 1.00001438054    
 2   304.1558625 1.00007139214    
 2   304.1762952 1.00020388029    
 2   304.1967277 0.999855769157   
 2   304.2171602 0.999454390463   
 2   304.2375928 1.00029016352    
 2   304.2580254 0.99875561543    
 2   304.2784579 0.998917375213   
 2   304.2988905 0.999759870538   
 2   304.3193231 0.999421204606   
 2   304.3397557 0.999489958895   
 2   304.3601882 0.999368192325   
 2   304.3806208 0.998891422171   
 2   304.4010534 0.999406653884   
 2   304.4214859 0.99956943477    
 2   304.4419184 0.99892162981    
 2   304.4623511 0.998830155972   
 2   304.4827836 0.998924522936   
 2   304.5032161 0.999621936499   
 2   304.5236488 0.998192051494   
 2   304.5440813 0.998152228464   
 2   304.5645138 0.999023995417   
 2   304.5849465 0.999714516532   
 2   304.6053791 0.999498893549   
 2   304.6258116 0.999012593097   
 2   304.6462441 0.999437967718   
 2   304.6666768 0.998731789686   
 2   304.6871093 0.998204815285   
 2   304.7075418 0.999151548239   
 2   304.7279745 0.999204985979   
 2   304.7484070 0.998733746801   
 2   304.7688396 0.999651633587   
 2   304.7892721 1.00005122535    
 2   304.8097047 0.999688052938   
 2   304.8301373 0.999708049545   
 2   304.8505698 1.00217154638    
 2   304.8710024 0.998978045768   
 2   304.8914350 0.998773399646   
 2   304.9118675 0.999287525164   
 2   304.9323002 1.00027152839    
 2   304.9527327 0.999245404652   
 2   304.9731653 0.999618788097   
 2   304.9935977 0.999567988207   
 2   305.0140304 0.999005190098   
 2   305.0344630 0.999168396444   
 2   305.0548955 0.999623468154   
 2   305.0753281 0.9990727531     
 2   305.0957607 0.999911334196   
 2   305.1161932 0.999250254893   
 2   305.1366258 0.998273314299   
 2   305.1570584 0.998957623702   
 2   305.1774909 0.998236384396   
 2   305.1979234 0.998195284987   
 2   305.2183561 1.00063699828    
 2   305.2387887 0.998550969308   
 2   305.2592211 0.998531908713   
 2   305.2796538 0.99931449931    
 2   305.3000864 0.998688903347   
 2   305.3205188 0.999214856645   
 2   305.3409514 0.999407249527   
 2   305.3613841 0.998581687499   
 2   305.4022491 0.999243702813   
 2   305.4226818 0.998580921672   
 2   305.4431142 0.998966898724   
 2   305.4635468 0.999238256929   
 2   305.4839795 0.999089260937   
 2   305.5044119 0.999388869668   
 2   305.5248445 0.999261912489   
 2   305.5452770 0.998411929073   
 2   305.5657096 0.998636741986   
 2   305.5861422 0.998386401491   
 2   305.6065747 0.999269145304   
 2   305.6270073 0.9989312452     
 2   305.6474399 0.998788716196   
 2   305.6678725 0.999314584402   
 2   305.6883050 0.998399760926   
 2   305.7087376 0.99880377747    
 2   305.7291702 0.999052416126   
 2   305.7496026 0.998374403527   
 2   305.7700353 0.999307862138   
 2   305.7904679 0.999482981356   
 2   305.8109003 0.999470557933   
 2   305.8313330 0.99964082691    
 2   305.8517656 0.999808713313   
 2   305.8721980 0.999317052068   
 2   305.8926306 1.00011240646    
 2   305.9130633 0.998830326156   
 2   305.9334958 0.999130275254   
 2   305.9539283 0.99851472014    
 2   305.9743610 0.998059308063   
 2   305.9947935 0.998697923093   
 2   306.0152260 0.999083729961   
 2   306.0356587 0.99827688816    
 2   306.0560912 0.998228385753   
 2   306.0765237 0.99846698356    
 2   306.0969563 0.99824446813    
 2   306.1173889 0.999003062799   
 2   306.1378214 0.998597429509   
 2   306.1582540 0.998902484123   
 2   306.1786866 0.99798119366    
 2   306.1991191 0.998693668496   
 2   306.2195517 0.997706346685   
 2   306.2399843 0.998769400325   
 2   306.2604169 0.99890673872    
 2   306.2808493 0.998381040698   
 2   306.3012819 0.997982214763   
 2   306.3217146 0.998575901247   
 2   306.3421470 0.998312882052   
 2   306.3625796 0.998213494663   
 2   306.3830122 0.99904075853    
 2   306.4034447 0.998742000719   
 2   306.4238773 0.999010295615   
 2   306.4443100 0.998047650467   
 2   306.4647424 0.999007317397   
 2   306.4851750 0.99907054071    
 2   306.5056075 0.997660482128   
 2   306.5260401 0.997807606096   
 2   306.5464727 0.998716983688   
 2   306.5669051 0.998474812019   
 2   306.5873378 0.998225492627   
 2   306.6077704 0.998004168484   
 2   306.6282028 0.998676139556   
 2   306.6486354 0.997916268507   
 2   306.6690681 0.998328028418   
 2   306.6895005 0.998864362933   
 2   306.7099331 0.998725152515   
 2   306.7303657 0.995462046696   
 2   306.7507982 0.987337382916   
 2   306.7712308 0.987050793253   
 2   306.7916634 0.992118699176   
 2   306.8120960 0.99807802829    
 2   306.8325285 0.998701071495   
 2   306.8529610 0.999547906508   
 2   306.8733937 0.998136146087   
 2   306.8938261 0.998805649492   
 2   306.9142587 0.998636231434   
 2   306.9346914 0.998768974865   
 2   306.9551238 0.998112830895   
 2   306.9755564 0.998770251244   
 2   306.9959891 0.99801931485    
 2   307.0164215 0.998511231371   
 2   307.0368541 0.998403419879   
 2   307.0572866 0.997895761349   
 2   307.0777192 0.998776377864   
 2   307.0981518 0.999017953889   
 2   307.1185843 0.998900271733   
 2   307.1390170 0.999371851279   
 2   307.1594495 0.998294332009   
 2   307.1798820 0.998795949011   
 2   307.2003147 0.998336197244   
 2   307.2207471 0.998062456465   
 2   307.2411797 0.998087473496   
 2   307.2616123 0.998252126405   
 2   307.2820448 0.998626020401   
 2   307.3024774 0.998549267469   
 2   307.3229099 0.998609682748   
 2   307.3433425 0.998743192006   
 2   307.3637751 0.999293226324   
 2   307.3842076 0.998015570804   
 2   307.4046402 0.998468004664   
 2   307.4250727 0.998439839231   
 2   307.4455053 0.998465622089   
 2   307.4659378 0.998567477145   
 2   307.4863704 0.998644910813   
 2   307.5068030 0.998615554092   
 2   307.5272355 0.99893430851    
 2   307.5476681 0.99944460489    
 2   307.5681006 0.999127722495   
 2   307.5885331 0.998442732357   
 2   307.6089657 0.998135975903   
 2   307.6293984 0.997916608875   
 2   307.6498308 0.998778249887   
 2   307.6702634 0.99849497881    
 2   307.6906960 0.999052416126   
 2   307.7111285 1.00010389726    
 2   307.7315610 0.998754253959   
 2   307.7519937 0.998824965363   
 2   307.7724262 0.998341472945   
 2   307.7928587 0.998329304797   
 2   307.8132912 0.998459580561   
 2   307.8337238 0.998649080318   
 2   307.8541564 0.999017188062   
 2   307.8745890 0.998651462892   
 2   307.8950215 0.999152058791   
 2   307.9154541 0.998212218284   
 2   307.9358866 0.99865222872    
 2   307.9563193 0.998321816706   
 2   307.9767518 0.99823919243    
 2   307.9971843 0.998840026637   
 2   308.0176168 0.999005445374   
 2   308.0380494 0.99863648671    
 2   308.0584820 0.999179288213   
 2   308.0789145 0.998426394704   
 2   308.0993471 0.998773229462   
 2   308.1197797 0.99884845074    
 2   308.1402122 0.998908951111   
 2   308.1606448 0.999348195719   
 2   308.1810773 0.999363937728   
 2   308.2015099 0.998282929688   
 2   308.2219424 0.99873851195    
 2   308.2423750 0.999531739039   
 2   308.2628076 0.999045098219   
 2   308.2832400 0.999401633459   
 2   308.3036727 0.999351173937   
 2   308.3241053 0.998422055015   
 2   308.3445377 0.998586197372   
 2   308.3854029 0.998433627519   
 2   308.4058354 0.999098195591   
 2   308.4262679 0.998690179726   
 2   308.4467006 0.999145251436   
 2   308.4671331 0.998901292836   
 2   308.4875656 0.999668992343   
 2   308.5079983 0.99952518696    
 2   308.5284307 0.999677501537   
 2   308.5488633 0.999205241255   
 2   308.5692959 0.998087813864   
 2   308.5897284 0.998770421428   
 2   308.6101610 0.999422906445   
 2   308.6305934 0.999613512396   
 2   308.6510261 0.999010806166   
 2   308.6714586 0.999538461303   
 2   308.6918912 0.998837644063   
 2   308.7123237 1.00001752894    
 2   308.7327563 0.998617766483   
 2   308.7531889 0.99914542162    
 2   308.7736214 0.999139039724   
 2   308.7940540 0.99940078254    
 2   308.8144865 0.998170353048   
 2   308.8349190 0.999038971599   
 2   308.8553516 0.999412525228   
 2   308.8757842 0.999417800928   
 2   308.8962166 0.999516762857   
 2   308.9166493 1.00012185166    
 2   308.9370819 0.999723451186   
 2   308.9575143 0.999786419224   
 2   308.9779470 0.998920949075   
 2   308.9983795 0.999775527455   
 2   309.0188121 0.998821136226   
 2   309.0392445 0.999566031092   
 2   309.0596772 0.999920439034   
 2   309.0801097 0.999304543552   
 2   309.1005422 0.999635210842   
 2   309.1209749 0.999729492714   
 2   309.1414074 1.00002033697    
 2   309.1618399 0.998400952213   
 2   309.1822725 0.999422566077   
 2   309.2027051 0.999600918789   
 2   309.2231375 0.999844026469   
 2   309.2435701 1.0002956945     
 2   309.2640027 1.0006030466     
 2   309.2844352 0.999370915268   
 2   309.3048678 1.00005633087    
 2   309.3253004 1.00004629002    
 2   309.3457330 1.00092767236    
 2   309.3661654 0.999462389106   
 2   309.3865981 0.999892103417   
 2   309.4070306 1.00053990838    
 2   309.4274631 1.0000337815     
 2   309.4478956 0.999241660607   
 2   309.4683282 1.00030828811    
 2   309.4887607 0.99949846809    
 2   309.5091933 1.00081560627    
 2   309.5296259 1.00024353314    
 2   309.5500584 0.999837219114   
 2   309.5704910 1.00039542226    
 2   309.5909235 1.00068975529    
 2   309.6113561 1.00011683124    
 2   309.6317886 1.00003173929    
 2   309.6522211 1.00040750531    
 2   309.6726537 0.999914737873   
 2   309.6930863 1.00005241664    
 2   309.7135187 1.00019885987    
 2   309.7339514 1.00030471425    
 2   309.7543840 0.999857726272   
 2   309.7748164 0.99470711098    
 2   309.7952491 0.989014374922   
 2   309.8156816 0.989518459591   
 2   309.8361142 0.995487319003   
 2   309.8565466 1.00101259412    
 2   309.8769793 1.0004456265     
 2   309.8974118 1.00034479255    
 2   309.9178443 1.00019486055    
 2   309.9382769 1.00056909491    
 2   309.9587095 1.00082096706    
 2   309.9791419 1.00032726361    
 2   309.9995746 1.00062015008    
 2   310.0200071 1.00021502734    
 2   310.0404396 1.00123094004    
 2   310.0608722 1.00018703209    
 2   310.0813048 1.00042503425    
 2   310.1017373 1.00018090547    
 2   310.1221698 1.000831093      
 2   310.1426025 1.00074906437    
 2   310.1630350 1.00155752292    
 2   310.1834675 1.00069903031    
 2   310.2039001 1.00053658979    
 2   310.2243327 1.00137721309    
 2   310.2447651 1.00152348614    
 2   310.2651977 1.00107947639    
 2   310.2856303 1.00101148792    
 2   310.3060628 1.00177340118    
 2   310.3264953 1.00137210758    
 2   310.3469280 1.00074115082    
 2   310.3673604 1.00164840111    
 2   310.3877930 1.0014753241     
 2   310.4082256 1.00041022826    
 2   310.4286581 1.00044817926    
 2   310.4490907 1.00097030342    
 2   310.4695232 1.00157079726    
 2   310.4899558 1.00132241388    
 2   310.5103883 1.0017615734     
 2   310.5308209 1.00192282263    
 2   310.5512534 1.00104458869    
 2   310.5716860 1.00125238321    
 2   310.5921185 1.00162414991    
 2   310.6125511 1.00092886365    
 2   310.6329836 1.00209462326    
 2   310.6534161 1.00098153556    
 2   310.6738486 1.00089082755    
 2   310.6942813 1.00135653575    
 2   310.7147138 1.00189840124    
 2   310.7351463 1.0017161343     
 2   310.7555789 1.00137985094    
 2   310.7760115 1.00150876524    
 2   310.7964439 1.0015450995     
 2   310.8168766 1.00150553174    
 2   310.8373091 1.00091644022    
 2   310.8577416 1.00154671624    
 2   310.8781741 1.00138325462    
 2   310.8986068 1.00260202652    
 2   310.9190392 1.00176974222    
 2   310.9394718 1.00108313534    
 2   310.9599044 1.00218643747    
 2   310.9803369 1.00144443573    
 2   311.0007694 1.00097251581    
 2   311.0212021 1.00133313547    
 2   311.0416346 1.00068762799    
 2   311.0620671 1.00238878611    
 2   311.0824996 1.0008976349     
 2   311.1029323 1.00140963312    
 2   311.1233647 1.00060142985    
 2   311.1437973 1.00100910535    
 2   311.1642299 1.00111615101    
 2   311.1846624 1.00098902365    
 2   311.2050949 1.00158687964    
 2   311.2255276 1.00170847603    
 2   311.2459600 1.00167129085    
 2   311.2663926 1.0015861989     
 2   311.2868251 1.00153003822    
 2   311.3072577 1.00179271705    
 2   311.3276902 1.00188223377    
 2   311.3685554 1.00143320359    
 2   311.3889879 1.00094775406    
 2   311.4094204 1.00160925882    
 2   311.4298531 1.00045549717    
 2   311.4502855 1.00096238987    
 2   311.4707181 1.00101846546    
 2   311.4911505 1.00134113411    
 2   311.5115832 1.00204518484    
 2   311.5320157 1.00112338383    
 2   311.5524482 1.00173791784    
 2   311.5728808 1.00147557938    
 2   311.5933134 1.00114346553    
 2   311.6137458 1.00150119205    
 2   311.6341785 1.00246945327    
 2   311.6546110 1.00135721649    
 2   311.6750435 1.00166822754    
 2   311.6954760 1.00121264528    
 2   311.7159087 1.00177603903    
 2   311.7363411 1.00158117848    
 2   311.7567737 1.00119520143    
 2   311.7772063 1.00189338082    
 2   311.7976388 1.00124693733    
 2   311.8180713 1.00128071883    
 2   311.8385040 1.00093345861    
 2   311.8589364 1.00087261787    
 2   311.8793690 1.00089737963    
 2   311.8998015 1.00175808463    
 2   311.9202342 1.00157641333    
 2   311.9406666 1.00093652192    
 2   311.9610992 1.00054331205    
 2   311.9815318 1.00157275438    
 2   312.0019643 1.00135525937    
 2   312.0223968 1.00177484774    
 2   312.0428295 1.00153122951    
 2   312.0632619 1.00166465367    
 2   312.0836945 1.00156016077    
 2   312.1041270 1.0018755966     
 2   312.1245596 1.00121596386    
 2   312.1449921 1.00067962935    
 2   312.1654247 1.00154935409    
 2   312.1858572 1.00110849274    
 2   312.2062898 1.00042443861    
 2   312.2267223 1.00122166502    
 2   312.2471550 1.00178327184    
 2   312.2675874 1.00178769662    
 2   312.2880200 1.00169996683    
 2   312.3084526 1.00141797213    
 2   312.3288851 1.00184666534    
 2   312.3493176 1.00172217583    
 2   312.3697502 1.00213206372    
 2   312.3901827 1.00172132491    
 2   312.4106153 1.00220498751    
 2   312.4310478 1.0018755966     
 2   312.4514803 1.00232598825    
 2   312.4719129 1.00194877567    
 2   312.4923454 1.00196230529    
 2   312.5127780 1.00112551113    
 2   312.5332105 1.00144622266    
 2   312.5536430 1.00105360843    
 2   312.5740755 1.00211351367    
 2   312.5945082 1.00064746459    
 2   312.6149406 1.00173034465    
 2   312.6353732 1.0016380199     
 2   312.6558058 1.00215793167    
 2   312.6762383 1.00183917725    
 2   312.6966708 1.00240937836    
 2   312.7171035 1.00103403729    
 2   312.7375360 1.00098059955    
 2   312.7579685 1.00095524215    
 2   312.7784010 1.00088895553    
 2   312.7988337 1.00160789735    
 2   312.8192661 0.995023057364   
 2   312.8396987 0.990047816566   
 2   312.8601313 0.991395247479   
 2   312.8805638 0.999084325605   
 2   312.9009963 1.0016665257     
 2   312.9214289 1.00135611029    
 2   312.9418614 1.0008184143     
 2   312.9622939 1.00160321729    
 2   312.9827265 1.00152297559    
 2   313.0031590 1.0010529277     
 2   313.0235916 1.00113172284    
 2   313.0440241 1.00151625333    
 2   313.0644567 1.00112619186    
 2   313.0848892 1.00148442894    
 2   313.1053218 1.00130165145    
 2   313.1257544 1.00149489525    
 2   313.1461869 1.00019877478    
 2   313.1666194 1.00145158345    
 2   313.1870519 1.00157837045    
 2   313.2074845 1.00143916003    
 2   313.2279171 1.00143303341    
 2   313.2483496 1.00203701602    
 2   313.2687821 1.0006462733     
 2   313.2892147 1.00175272384    
 2   313.3096472 1.00160491913    
 2   313.3300798 1.00128327159    
 2   313.3505123 1.00167631127    
 2   313.3709449 1.00226897665    
 2   313.3913773 1.00093533063    
 2   313.4118100 1.00101548724    
 2   313.4322425 1.00172574969    
 2   313.4526750 1.00147302662    
 2   313.4731076 1.00043660676    
 2   313.4935402 1.00118031034    
 2   313.5139726 1.00132700885    
 2   313.5344053 1.00089695417    
 2   313.5548378 1.00113870038    
 2   313.5752702 1.0013222437     
 2   313.5957029 1.00044903018    
 2   313.6161354 1.00050297847    
 2   313.6365679 1.00065656943    
 2   313.6570004 1.00176080757    
 2   313.6774331 1.00081628701    
 2   313.6978655 1.00099625647    
 2   313.7182981 1.00192673686    
 2   313.7387307 1.00120473172    
 2   313.7591632 1.00090946268    
 2   313.7795957 1.00125025591    
 2   313.8000284 1.00035432285    
 2   313.8204608 1.00065563342    
 2   313.8408933 1.00038427521    
 2   313.8613259 1.00078948304    
 2   313.8817584 1.00106509585    
 2   313.9021910 1.00109709042    
 2   313.9226235 1.00181041617    
 2   313.9430562 1.00135798231    
 2   313.9634886 1.00106475548    
 2   313.9839212 1.00080811818    
 2   314.0043538 1.00088955117    
 2   314.0247863 1.00070992208    
 2   314.0452188 1.00088870025    
 2   314.0656513 1.00130701224    
 2   314.0860839 1.00039567753    
 2   314.1065164 1.00046775041    
 2   314.1269490 1.0015968354     
 2   314.1473815 1.00100382965    
 2   314.1678141 1.00116533416    
 2   314.1882466 1.00092052464    
 2   314.2086792 1.00049719222    
 2   314.2291117 1.00154867336    
 2   314.2495443 1.00033347532    
 2   314.2699767 1.00041303629    
 2   314.2904094 1.0022579147     
 2   314.3108419 1.00204110043    
 2   314.3517070 1.00090963287    
 2   314.3721395 1.00138606265    
 2   314.3925720 1.0009462224     
 2   314.4130046 1.00025204233    
 2   314.4334372 1.0012905044     
 2   314.4538697 0.999988767864   
 2   314.4743022 1.00126829541    
 2   314.4947348 1.00069332915    
 2   314.5151673 1.00146256031    
 2   314.5355998 1.00237483103    
 2   314.5560324 1.00064789005    
 2   314.5764649 1.00050987092    
 2   314.5968974 1.00120541246    
 2   314.6173301 1.00023162027    
 2   314.6377625 1.00139593332    
 2   314.6581951 1.00060049384    
 2   314.6786276 1.00080641634    
 2   314.6990602 1.00084879213    
 2   314.7194927 1.00047353666    
 2   314.7399253 1.00069256332    
 2   314.7603578 1.00046085796    
 2   314.7807903 1.00081756339    
 2   314.8012229 1.00081696774    
 2   314.8216555 0.999893720164   
 2   314.8420880 1.00080599088    
 2   314.8625205 1.00057973141    
 2   314.8829532 1.00070787987    
 2   314.9033856 1.00077459195    
 2   314.9238182 1.00074923456    
 2   314.9442507 1.00095132792    
 2   314.9646832 1.00086878873    
 2   314.9851158 1.0009863858     
 2   315.0055483 1.00098085482    
 2   315.0259809 1.00146204976    
 2   315.0464134 1.00120141314    
 2   315.0668460 1.00076574239    
 2   315.0872786 1.00039754956    
 2   315.1077111 1.00091661041    
 2   315.1281436 1.00119639271    
 2   315.1485761 1.00126999724    
 2   315.1690087 1.00139363584    
 2   315.1894412 1.00096273024    
 2   315.2098737 1.00073204598    
 2   315.2303063 1.00176565781    
 2   315.2507389 1.00059470759    
 2   315.2711713 1.00105982015    
 2   315.2916040 1.00203633528    
 2   315.3120365 1.00100791406    
 2   315.3324691 1.00059717525    
 2   315.3529015 1.00093830885    
 2   315.3733341 1.00046792059    
 2   315.3937667 1.00149863929    
 2   315.4141991 1.00181798936    
 2   315.4346318 1.00096587864    
 2   315.4550643 1.00138146769    
 2   315.4754968 1.0011649087     
 2   315.4959294 1.00123374808    
 2   315.5163620 1.00054271641    
 2   315.5367944 1.0014680062     
 2   315.5572269 1.00142205655    
 2   315.5776596 1.00050970074    
 2   315.5980920 0.999941712019   
 2   315.6185246 1.00103752606    
 2   315.6389571 1.00116371741    
 2   315.6593897 1.00059760071    
 2   315.6798222 1.0017330676     
 2   315.7002549 1.00115027288    
 2   315.7206873 1.00083755999    
 2   315.7411198 1.00088946608    
 2   315.7615523 1.00201336046    
 2   315.7819849 1.00164652909    
 2   315.8024175 1.0012525534     
 2   315.8228500 1.00189763541    
 2   315.8432826 1.00072685537    
 2   315.8637151 0.992889206717   
 2   315.8841477 0.989387077631   
 2   315.9045802 0.992459407314   
 2   315.9250127 1.00031645693    
 2   315.9454453 1.00110883311    
 2   315.9658777 1.00079169543    
 2   315.9863104 1.00148119545    
 2   316.0067429 1.0008363687     
 2   316.0271754 1.00157198855    
 2   316.0476080 1.00086036463    
 2   316.0680406 1.00123740703    
 2   316.0884730 1.0012609775     
 2   316.1089056 1.00169222346    
 2   316.1293382 1.00144179788    
 2   316.1497707 1.00107547706    
 2   316.1702032 1.00122557925    
 2   316.1906358 1.00157045689    
 2   316.2110684 1.00058551766    
 2   316.2315008 1.00144877542    
 2   316.2519334 1.00114950705    
 2   316.2723660 1.00069775393    
 2   316.2927984 1.00024344805    
 2   316.3132311 1.00152842147    
 2   316.3336636 1.00076940135    
 2   316.3540961 1.00170507235    
 2   316.3745287 1.00048459861    
 2   316.3949613 1.00060083421    
 2   316.4153937 1.00075816921    
 2   316.4358262 1.00045983686    
 2   316.4562589 1.00108517755    
 2   316.4766914 1.00088580712    
 2   316.4971239 1.00050936037    
 2   316.5175565 1.00082292418    
 2   316.5379890 1.00004373726    
 2   316.5584215 1.00063231823    
 2   316.5788542 0.999813903921   
 2   316.5992866 1.00080318285    
 2   316.6197191 1.0007847179     
 2   316.6401517 1.00067954425    
 2   316.6605842 1.00057292405    
 2   316.6810168 1.00080641634    
 2   316.7014493 1.0004457116     
 2   316.7218819 1.00059836654    
 2   316.7423144 1.0008881897     
 2   316.7627469 1.00059768581    
 2   316.7831795 1.00117443899    
 2   316.8036120 1.00057275387    
 2   316.8240446 1.00016184488    
 2   316.8444770 1.00060559936    
 2   316.8649097 1.00102612374    
 2   316.8853422 0.999995490127   
 2   316.9057747 1.00060704592    
 2   316.9262073 1.00023485376    
 2   316.9466398 1.00084513317    
 2   316.9670723 1.00033909139    
 2   316.9875049 1.00108807067    
 2   317.0079375 1.00031620166    
 2   317.0283700 1.00071843127    
 2   317.0488025 1.00110083446    
 2   317.0692351 1.00052297508    
 2   317.0896677 1.0007244728     
 2   317.1101001 1.00139269983    
 2   317.1305327 0.999858662283   
 2   317.1509653 1.00140095374    
 2   317.1713977 0.999521783282   
 2   317.1918304 1.00017920363    
 2   317.2122629 0.999393634816   
 2   317.2326954 1.00083900655    
 2   317.2531279 0.999658611126   
 2   317.2735605 0.999696391948   
 2   317.2939931 1.0001478047     
 2   317.3348582 1.00122379232    
 2   317.3552907 1.00028148415    
 2   317.3757232 1.0000327604     
 2   317.3961558 1.00058168852    
 2   317.4165884 0.999726599588   
 2   317.4370208 0.999971664383   
 2   317.4574533 1.00014754943    
 2   317.4778860 0.999979067382   
 2   317.4983184 0.999310840356   
 2   317.5187510 0.999031228232   
 2   317.5391835 0.998884359539   
 2   317.5596161 1.00009181421    
 2   317.5800486 1.00007862496    
 2   317.6004811 0.999846919595   
 2   317.6209137 0.999551565462   
 2   317.6413462 1.00038504104    
 2   317.6617787 1.00017086462    
 2   317.6822113 0.999925033998   
 2   317.7026439 0.999591643767   
 2   317.7230763 1.00035985383    
 2   317.7435090 1.00063546663    
 2   317.7639415 0.999389975863   
 2   317.7843739 0.999092239155   
 2   317.8048066 0.999528335362   
 2   317.8252391 0.999595132537   
 2   317.8456716 0.999980599037   
 2   317.8661041 1.00024719209    
 2   317.8865368 0.999059053298   
 2   317.9069693 0.999724302106   
 2   317.9274017 0.998158865636   
 2   317.9478344 0.999338495237   
 2   317.9682669 0.999340111984   
 2   317.9886994 0.999184649005   
 2   318.0091320 1.00000799864    
 2   318.0295646 0.999369298521   
 2   318.0499970 0.99943235165    
 2   318.0704297 0.999964601752   
 2   318.0908622 1.00006747791    
 2   318.1112946 1.0001341049     
 2   318.1317272 1.00005122535    
 2   318.1521598 0.999287950624   
 2   318.1725924 0.99883926081    
 2   318.1930248 0.999275186832   
 2   318.2134575 0.999472855415   
 2   318.2338900 0.998883423528   
 2   318.2543225 1.00034913224    
 2   318.2747551 0.999113171773   
 2   318.2951876 0.998556415192   
 2   318.3156201 0.999061946424   
 2   318.3360526 0.99908236849    
 2   318.3564853 0.999874404293   
 2   318.3769177 0.999274335913   
 2   318.3973503 0.999220472713   
 2   318.4177829 0.999252126916   
 2   318.4382153 0.998880700586   
 2   318.4586479 0.998404185707   
 2   318.4790804 0.998651718168   
 2   318.4995131 0.998490468937   
 2   318.5199455 0.998702262782   
 2   318.5403781 0.999369383613   
 2   318.5608106 0.99922821608    
 2   318.5812432 0.998786333621   
 2   318.6016756 0.999538971854   
 2   318.6221082 0.999922140872   
 2   318.6425408 0.998655632397   
 2   318.6629732 0.99891635411    
 2   318.6834059 0.999142443402   
 2   318.7038384 0.99918618066    
 2   318.7242710 0.998239958257   
 2   318.7447034 0.998747616787   
 2   318.7651360 0.998678437038   
 2   318.7855686 0.998441285794   
 2   318.8060010 0.999430905087   
 2   318.8264337 0.999159121422   
 2   318.8468662 0.999127722495   
 2   318.8672987 0.998985278583   
 2   318.8877313 0.997642527728   
 2   318.9081639 0.988745569475   
 2   318.9285963 0.9876279719     
 2   318.9490288 0.990212554567   
 2   318.9694615 0.998417800418   
