\fixlen = T
|set|TIME       |ndiv_PDCSAP_FLUX|
|int|double     |double          |
 6   659.7216795 0.999333107245   
 6   659.7421122 0.997896641032   
 6   659.7625450 0.998879512173   
 6   659.7829775 0.999849537998   
 6   659.8034103 0.99888924843    
 6   659.8238429 0.999667739973   
 6   659.8442756 0.998363899592   
 6   659.8647083 0.998993974565   
 6   659.8851410 0.998880903067   
 6   659.9055736 0.998269727888   
 6   659.9260064 0.998906266427   
 6   659.9464391 0.999084300857   
 6   659.9668716 0.999490850986   
 6   659.9873044 0.999254808095   
 6   660.0077371 0.999083728136   
 6   660.0281697 0.999832765453   
 6   660.0486024 0.998658441847   
 6   660.0690351 0.999964164026   
 6   660.0894679 0.999185427031   
 6   660.1099005 0.999802247603   
 6   660.1303331 0.999165872698   
 6   660.1507659 0.999496087293   
 6   660.1711985 1.00032424193    
 6   660.1916312 0.999868028706   
 6   660.2120639 0.999438160649   
 6   660.2324965 0.999138136636   
 6   660.2733620 0.999244826386   
 6   661.0702363 0.998435571541   
 6   661.0906689 0.998907166418   
 6   661.1111016 0.998135138441   
 6   661.1315343 0.999044864922   
 6   661.1519669 0.998176374357   
 6   661.1723997 0.998270955147   
 6   661.1928322 0.998374044937   
 6   661.2132649 0.999112282371   
 6   661.2336977 0.998570242805   
 6   661.2541302 0.998434344281   
 6   661.2745629 0.99938555213    
 6   661.2949957 0.999017865215   
 6   661.3154282 0.998314891034   
 6   661.3358609 0.998633896659   
 6   661.3562937 0.999760357149   
 6   661.3767263 0.998892439305   
 6   661.3971589 0.998854394264   
 6   661.4175916 0.999876210436   
 6   661.4380243 0.998986447375   
 6   661.4584570 0.999524723345   
 6   661.4788896 0.999728775674   
 6   661.4993223 0.999660130965   
 6   661.5197551 1.00005702665    
 6   661.5401876 0.999549841254   
 6   661.5606203 0.999789893192   
 6   661.5810531 0.998791722217   
 6   661.6014856 0.999304716644   
 6   661.6219183 0.999462296751   
 6   661.6423510 1.00053925778    
 6   661.6627836 1.00042266814    
 6   661.6832163 0.999538714102   
 6   661.7036490 1.00093517166    
 6   661.7240816 0.999986336512   
 6   661.7445144 0.999345870743   
 6   661.7649470 1.00014980746    
 6   661.7853796 1.00094703517    
 6   661.8058123 0.999785802327   
 6   661.8262449 1.00112670594    
 6   661.8466776 0.999870974129   
 6   661.8671103 1.00027605155    
 6   661.8875429 1.00024144283    
 6   661.9079755 0.999268962487   
 6   661.9284083 0.999547304918   
 6   661.9488410 1.00033765997    
 6   661.9692736 1.00308852099    
 6   661.9897063 1.00032956006    
 6   662.0101389 1.00049548553    
 6   662.0305716 0.999929309859   
 6   662.0510043 0.999784329616   
 6   662.0714369 1.0001149533     
 6   662.0918697 1.00064005668    
 6   662.1123022 1.00044254974    
 6   662.1327349 1.00026983343    
 6   662.1531677 0.999539123189   
 6   662.1736002 1.00041767728    
 6   662.1940329 1.00048435837    
 6   662.2144656 1.00129549502    
 6   662.2348982 1.00027948787    
 6   662.2553309 1.00039910476    
 6   662.2757636 1.00105028859    
 6   662.2961962 1.00080450944    
 6   662.3166289 1.00123601385    
 6   662.3370616 0.999882264915   
 6   662.3574942 1.00054253047    
 6   662.3779269 1.00003755414    
 6   662.3983595 1.00048313112    
 6   662.4187922 0.999744157325   
 6   662.4392249 0.999270026112   
 6   662.4596575 0.991559237152   
 6   662.4800901 0.989788383663   
 6   662.5005228 0.991166350511   
 6   662.5209555 0.998682414314   
 6   662.5413881 1.00008255365    
 6   662.5618208 0.999631413095   
 6   662.5822535 1.00012567136    
 6   662.6026862 0.999725584799   
 6   662.6231188 0.999894455692   
 6   662.6435514 0.999590422631   
 6   662.6639842 0.999692694248   
 6   662.6844167 1.00022147941    
 6   662.7048494 0.999943955154   
 6   662.7252821 0.999693430603   
 6   662.7457147 1.00119911425    
 6   662.7661474 0.999938964299   
 6   662.7865801 0.999754220852   
 6   662.8070126 0.999282625975   
 6   662.8274454 0.999787684125   
 6   662.8478781 0.998634633015   
 6   662.8683106 0.999249817241   
 6   662.8887434 0.999500587244   
 6   662.9091760 0.999913110035   
 6   662.9296087 0.999371479555   
 6   662.9500413 0.999422369912   
 6   662.9704740 0.999020810638   
 6   662.9909066 1.00006938106    
 6   663.0113393 0.998647641964   
 6   663.0317719 0.998359236006   
 6   663.0522047 0.999386288485   
 6   663.0726373 0.999164481804   
 6   663.0930699 0.999754220852   
 6   663.1135026 0.998864212339   
 6   663.1339352 0.999927673513   
 6   663.1543678 0.998978347462   
 6   663.1748006 0.99927493515    
 6   663.1952331 0.998853985177   
 6   663.2360985 0.998768895192   
 6   663.2565311 0.998817903751   
 6   663.2769637 0.998720786624   
 6   663.2973965 0.999109664218   
 6   663.3178290 0.998932857048   
 6   663.3382618 0.998975892944   
 6   663.3586944 0.998820440087   
 6   663.3791270 0.998812340175   
 6   663.3995597 0.998783704122   
 6   663.4199924 0.999859601525   
 6   663.4404250 0.998480489235   
 6   663.4608577 0.998441462386   
 6   663.4812903 0.998241500922   
 6   663.5017230 0.998550115751   
 6   663.5221556 0.998893175661   
 6   663.5425883 0.998796549437   
 6   663.5630209 0.998483434657   
 6   663.5834537 0.998672432604   
 6   663.6038862 0.998993892748   
 6   663.6243189 0.99883909443    
 6   663.6447516 0.999682630721   
 6   663.6651841 0.999543459505   
 6   663.6856169 0.998577606361   
 6   663.7060495 0.998716286673   
 6   663.7264821 0.998577769996   
 6   663.7469148 0.99864535108    
 6   663.7673474 0.99898718373    
 6   663.7877800 0.999966209458   
 6   663.8082128 0.998763004347   
 6   663.8286453 0.999437424293   
 6   663.8490781 0.998653860079   
 6   663.8695107 0.998754331714   
 6   663.8899432 0.998338045328   
 6   663.9103760 0.998694768725   
 6   663.9308086 0.997807132913   
 6   663.9512412 0.997400746419   
 6   663.9716739 0.999365834162   
 6   663.9921066 0.999158427324   
 6   664.0125392 0.998744104553   
 6   664.0329719 0.99889440292    
 6   664.0534045 0.999142472952   
 6   664.0738371 0.99936166148    
 6   664.0942699 0.999622085924   
 6   664.1147024 0.999531677815   
 6   664.1351352 0.998757031685   
 6   664.1555678 0.998274636926   
 6   664.1760004 0.9990050199     
 6   664.1964331 0.998734368295   
 6   664.2168657 0.99797952195    
 6   664.2372983 0.998648623772   
 6   664.2577310 0.999358143337   
 6   664.2781637 0.999123654975   
 6   664.2985962 0.999349716155   
 6   664.3190289 0.998601333376   
 6   664.3394616 0.999276407861   
 6   664.3598941 0.99868372339    
 6   664.3803269 0.998615896855   
 6   664.4007595 0.999119973197   
 6   664.4211922 0.999670603578   
 6   664.4416248 0.999005674438   
 6   664.4620574 0.999452478675   
 6   664.4824901 0.999286553205   
 6   664.5029227 0.998328390887   
 6   664.5233554 0.999957864094   
 6   664.5437880 0.998951184121   
 6   664.5642206 0.999477269315   
 6   664.5846533 0.999260289854   
 6   664.6050860 0.998861839637   
 6   664.6255186 0.999675594433   
 6   664.6459513 1.0000936808     
 6   664.6663839 0.999525132432   
 6   664.6868165 0.999933973445   
 6   664.7072492 0.99880947657    
 6   664.7276818 0.999569477404   
 6   664.7481144 0.998921484444   
 6   664.7685471 0.998950856852   
 6   664.7889798 0.999638776651   
 6   664.8094123 0.999557859349   
 6   664.8298450 0.998489489137   
 6   664.8502777 0.999484714689   
 6   664.8707102 0.999249980875   
 6   664.8911429 1.00004909038    
 6   664.9115756 0.999154009191   
 6   664.9320083 0.999515477991   
 6   664.9524409 0.998946520536   
 6   664.9728735 0.999594268044   
 6   664.9933062 1.00021190679    
 6   665.0137388 0.999316580152   
 6   665.0341714 0.999731884731   
 6   665.0546041 0.99950009634    
 6   665.0750367 0.999104918815   
 6   665.0954693 1.00222665763    
 6   665.1159019 0.999724766626   
 6   665.1363346 0.999705539563   
 6   665.1567672 1.00046030409    
 6   665.1772000 0.999400770146   
 6   665.1976325 0.999281889619   
 6   665.2180652 0.999871628667   
 6   665.2384979 0.999761338956   
 6   665.2589304 1.00020683412    
 6   665.2793631 0.999551804869   
 6   665.2997958 1.00017435265    
 6   665.3202283 0.999464014914   
 6   665.3406610 1.00031957835    
 6   665.3610937 0.999942646078   
 6   665.3815262 0.999423842623   
 6   665.4019589 1.00050890356    
 6   665.4223916 0.999427197132   
 6   665.4428243 0.999749966353   
 6   665.4632568 0.999529059662   
 6   665.4836895 0.997710424873   
 6   665.5041222 0.990989788793   
 6   665.5245547 0.988604732885   
 6   665.5449874 0.992084258721   
 6   665.5654201 0.999374834064   
 6   665.5858526 0.999678212587   
 6   665.6062853 0.999842501711   
 6   665.6267180 1.00000580903    
 6   665.6471506 0.999702266871   
 6   665.6675832 0.998486052811   
 6   665.6880159 0.99961161331    
 6   665.7084484 0.999617995059   
 6   665.7288811 1.00053835779    
 6   665.7493138 0.999324516429   
 6   665.7697464 0.999672730828   
 6   665.7901790 0.998820603722   
 6   665.8106117 0.999191317876   
 6   665.8310442 1.00064324756    
 6   665.8514769 0.998861676003   
 6   665.8719096 0.999729757481   
 6   665.8923421 0.999295389473   
 6   665.9127748 0.999888401212   
 6   665.9332075 0.999083564501   
 6   665.9536400 0.999778111501   
 6   665.9740727 1.00063048406    
 6   665.9945053 1.00030411488    
 6   666.0149381 0.99925407174    
 6   666.0353706 1.00028644234    
 6   666.0558032 0.999333679966   
 6   666.0762360 0.99909992796    
 6   666.0966685 0.999672158107   
 6   666.1171011 0.999728530222   
 6   666.1375338 1.00019317063    
 6   666.1579665 0.999726812059   
 6   666.1783990 0.999565550174   
 6   666.2192644 0.999692776065   
 6   666.2396970 1.00009498988    
 6   666.2601296 0.999555895734   
 6   666.2805622 1.00194136073    
 6   666.3009950 0.999479805651   
 6   666.3214275 0.999266344334   
 6   666.3418601 0.999788665932   
 6   666.3622927 0.999360925124   
 6   666.3827254 1.00002798151    
 6   666.4031580 0.999763548023   
 6   666.4235906 0.999954264133   
 6   666.4440233 0.999165054525   
 6   666.4644559 1.00060822976    
 6   666.4848885 0.999097309806   
 6   666.5053211 1.00035696885    
 6   666.5257539 1.00055594851    
 6   666.5461864 1.00063220222    
 6   666.5666190 0.999920964495   
 6   666.5870517 1.00016813454    
 6   666.6074843 0.999901819248   
 6   666.6279169 1.00108538821    
 6   666.6483496 1.00057566647    
 6   666.6687822 1.00002716334    
 6   666.6892148 1.00007658099    
 6   666.7096475 1.0006964288     
 6   666.7300801 0.999854037949   
 6   666.7505127 1.00041260461    
 6   666.7709454 0.999829820031   
 6   666.7913780 1.00037210505    
 6   666.8118107 1.00089164486    
 6   666.8322432 1.001179969      
 6   666.8526758 1.00106853385    
 6   666.8731086 1.00084869078    
 6   666.8935411 1.00023923376    
 6   666.9139737 1.00067458358    
 6   666.9344064 1.00075959175    
 6   666.9548390 1.00073799198    
 6   666.9752716 1.00081310026    
 6   666.9957043 1.00067630174    
 6   667.0161368 1.00016298005    
 6   667.0365695 1.00119633246    
 6   667.0570021 1.00128477695    
 6   667.0774347 1.00058548455    
 6   667.0978674 1.00010423523    
 6   667.1182999 1.00066108373    
 6   667.1387326 1.00078184605    
 6   667.1591653 1.0002715516     
 6   667.1795979 1.00077996425    
 6   667.2000304 1.00297078591    
 6   667.2204631 1.00104955223    
 6   667.2408958 1.00076703712    
 6   667.2613283 0.999925464446   
 6   667.2817610 0.999782120549   
 6   667.3021936 1.00101887075    
 6   667.3226263 0.99988938302    
 6   667.3430589 1.00161261884    
 6   667.3634915 1.00007699007    
 6   667.3839242 1.00106697932    
 6   667.4043567 1.00087315415    
 6   667.4247893 1.00108604275    
 6   667.4452221 1.00141020286    
 6   667.4656546 1.00098148025    
 6   667.4860872 1.00080434581    
 6   667.5065199 1.00033888723    
 6   667.5269524 0.999637794844   
 6   667.5473851 1.00149071108    
 6   667.5678178 1.00050268545    
 6   667.5882503 1.00048411292    
 6   667.6086830 1.0010650157     
 6   667.6291156 1.00091479915    
 6   667.6495482 1.00029560588    
 6   667.6699809 1.00089426301    
 6   667.6904135 1.00050923083    
 6   667.7108461 1.00043993158    
 6   667.7312787 0.999518423413   
 6   667.7517113 0.999816401995   
 6   667.7721439 1.00062467503    
 6   667.7925766 1.0007816006     
 6   667.8130092 1.00041276824    
 6   667.8334418 1.00028235148    
 6   667.8538744 1.00062892953    
 6   667.8743070 0.999714212196   
 6   667.8947398 1.0004414043     
 6   667.9151723 1.0006164933     
 6   667.9356049 1.00018662525    
 6   667.9560376 1.00078012789    
 6   667.9764701 1.00078053698    
 6   667.9969027 1.00075730086    
 6   668.0173354 1.00027310612    
 6   668.0377680 0.999594349861   
 6   668.0582006 1.00049474917    
 6   668.0786333 0.999062782909   
 6   668.0990658 1.0002138704     
 6   668.1194985 1.00048640381    
 6   668.1399311 1.00066762911    
 6   668.1603638 0.999199826875   
 6   668.1807964 0.999762238947   
 6   668.2012290 0.999049037604   
 6   668.2216616 1.00035557796    
 6   668.2420942 1.00128968599    
 6   668.2625268 1.00047814026    
 6   668.2829594 0.998964683975   
 6   668.3033921 0.999957864094   
 6   668.3238247 0.999702839592   
 6   668.3442573 0.999179127099   
 6   668.3646899 0.999371315921   
 6   668.3851225 1.00013287128    
 6   668.4055552 0.999052555747   
 6   668.4259877 0.999794802229   
 6   668.4464203 0.998942020584   
 6   668.4668531 0.999556141186   
 6   668.4872856 0.999827365512   
 6   668.5077182 0.999085528116   
 6   668.5281509 0.997044186656   
 6   668.5485834 0.9896560851     
 6   668.5690160 0.989302552577   
 6   668.5894487 0.992994148836   
 6   668.6098812 0.999175445321   
 6   668.6303140 0.999975372995   
 6   668.6507466 1.00010251707    
 6   668.6711791 0.998867321396   
 6   668.6916118 0.999915155467   
 6   668.7120444 0.999415906345   
 6   668.7324770 0.999618076876   
 6   668.7529096 0.999820411042   
 6   668.7733422 0.999012383456   
 6   668.7937748 0.999749966353   
 6   668.8142075 1.00020208871    
 6   668.8346401 0.999599422534   
 6   668.8550728 0.999150818316   
 6   668.8755054 0.99943087891    
 6   668.8959379 1.00074061014    
 6   668.9163706 0.999596395294   
 6   668.9368032 1.00028734233    
 6   668.9572357 0.999731639279   
 6   668.9776684 0.999556795724   
 6   668.9981010 0.999589768093   
 6   669.0185336 0.999622167741   
 6   669.0389663 0.99969776692    
 6   669.0593988 0.999294898569   
 6   669.0798314 0.999254726278   
 6   669.1002641 0.999999672731   
 6   669.1206966 0.999920391774   
 6   669.1411293 0.999635340325   
 6   669.1615619 1.00011691691    
 6   669.2024271 1.00042405903    
 6   669.2228597 1.00053991232    
 6   669.2432923 0.999598522543   
 6   669.2637250 1.00041285006    
 6   669.2841576 0.999955818662   
 6   669.3045902 1.00031786018    
 6   669.3250228 0.999981836561   
 6   669.3454554 0.999703903217   
 6   669.3658881 0.999834647251   
 6   669.3863207 1.00030542395    
 6   669.4067532 0.999932418916   
 6   669.4271859 1.00046660402    
 6   669.4476185 1.00042782263    
 6   669.4680510 1.00077235525    
 6   669.4884837 1.00045621323    
 6   669.5089163 0.999767557071   
 6   669.5293488 1.00154536503    
 6   669.5702142 1.00149537466    
 6   669.5906467 1.00047674937    
 6   669.6110794 1.00058769362    
 6   669.6315120 1.00058883906    
 6   669.6519446 1.00098139843    
 6   669.6723772 0.999987972858   
 6   669.6928098 1.00055087583    
 6   669.7132424 1.00059792078    
 6   669.7336750 1.0005459668     
 6   669.7541076 1.00128510422    
 6   669.7745402 1.00168093628    
 6   669.7949728 1.00104783407    
 6   669.8154054 1.00034903257    
 6   669.8358380 1.00132683104    
 6   669.8562706 1.00103916144    
 6   669.8767033 1.00130784943    
 6   669.8971359 1.00105822487    
 6   669.9175684 1.00051471259    
 6   669.9380011 1.00096560769    
 6   669.9584337 1.00151975622    
 6   669.9788662 1.00127029529    
 6   669.9992989 1.0014931656     
 6   670.0197315 1.00050554905    
 6   670.0401641 1.00162448235    
 6   670.0605968 1.00074110104    
 6   670.0810294 1.00083060916    
 6   670.1014619 1.00092878991    
 6   670.1218946 1.00126955894    
 6   670.1423272 1.00062811136    
 6   670.1627599 1.00063792943    
 6   670.1831924 1.00128150426    
 6   670.2036250 1.0006425112     
 6   670.2240577 1.00089745389    
 6   670.2444902 1.00082488195    
 6   670.2649228 1.00061575695    
 6   670.2853554 1.00125605908    
 6   670.3057880 1.00004622677    
 6   670.3262206 1.00082250925    
 6   670.3466533 1.00058376639    
 6   670.3670858 1.00016150734    
 6   670.3875185 1.00006275386    
 6   670.4079511 1.00132388562    
 6   670.4283836 1.00101240718    
 6   670.4488163 1.00146583862    
 6   670.4692489 1.00032497829    
 6   670.4896814 1.00032129651    
 6   670.5101141 1.00024782458    
 6   670.5305467 1.0009490806     
 6   670.5509792 1.00122946846    
 6   670.5714119 1.00085261801    
 6   670.5918445 1.00105871577    
 6   670.6122770 1.00097182581    
 6   670.6327097 1.00057779372    
 6   670.6531423 0.999942809712   
 6   670.6735750 1.00163593677    
 6   670.6940075 1.00081342753    
 6   670.7144401 1.00076466442    
 6   670.7348728 1.00052853971    
 6   670.7553053 1.00054555771    
 6   670.7757379 1.00138148499    
 6   670.7961706 1.00107008837    
 6   670.8166031 1.00119567792    
 6   670.8370357 1.0001310713     
 6   670.8574684 1.00029601497    
 6   670.8779010 1.00019431607    
 6   670.8983336 1.00027924242    
 6   670.9187662 1.00121335045    
 6   670.9391988 1.00127004984    
 6   670.9596314 1.00058319366    
 6   670.9800640 1.00136127612    
 6   671.0004966 1.00083347276    
 6   671.0209292 1.00022573391    
 6   671.0413618 1.00051356715    
 6   671.0617942 1.0008577725     
 6   671.0822269 1.00094752607    
 6   671.1026595 1.00082848191    
 6   671.1230922 1.00022344303    
 6   671.1435247 1.00076924619    
 6   671.1639573 1.00061796601    
 6   671.1843900 1.00073774653    
 6   671.2048225 1.00018400709    
 6   671.2252551 0.999774347906   
 6   671.2456878 1.000217634      
 6   671.2661203 0.999881610377   
 6   671.2865529 1.00009269899    
 6   671.3069856 1.00030689667    
 6   671.3274181 0.999925628081   
 6   671.3478507 1.00075656451    
 6   671.3682834 1.00097354397    
 6   671.3887160 1.00088460857    
 6   671.4091486 1.00099170741    
 6   671.4295812 1.00204191418    
 6   671.4500138 1.0004153864     
 6   671.4704464 1.00124313195    
 6   671.4908790 1.00101747986    
 6   671.5113116 1.00070706505    
 6   671.5317442 1.00085850886    
 6   671.5521767 1.00037251413    
 6   671.5726093 0.996346285147   
 6   671.5930420 0.99085749023    
 6   671.6134745 0.990096507588   
 6   671.6339072 0.997173048893   
 6   671.6543397 1.00068906524    
 6   671.6747723 1.00090031749    
 6   671.6952050 1.00151059268    
 6   671.7156375 1.00083371822    
 6   671.7360701 1.00098606202    
 6   671.7565028 1.00094809879    
 6   671.7769353 1.0017112905     
 6   671.7973679 1.00024708822    
 6   671.8178006 1.00074805551    
 6   671.8382331 1.00139613029    
 6   671.8586657 1.00114838752    
 6   671.8790983 1.00140283931    
 6   671.8995308 1.00025142454    
 6   671.9199635 1.00130105859    
 6   671.9403961 1.00130367675    
 6   671.9608287 1.0014799112     
 6   671.9812613 1.00124591374    
 6   672.0016939 1.00127774066    
 6   672.0221265 1.00150846543    
 6   672.0425592 1.00067204724    
 6   672.0629917 1.01269117122    
 6   672.0834243 1.00071901037    
 6   672.1038570 1.00120827778    
 6   672.1242894 1.00084623626    
 6   672.1447221 1.00048247658    
 6   672.1855872 1.00130588581    
 6   672.2060199 1.00042168633    
 6   672.2264525 1.00111541516    
 6   672.2468850 1.00143564804    
 6   672.2673177 1.00129664046    
 6   672.2877503 1.00203659606    
 6   672.3081828 1.00108530639    
 6   672.3286154 1.00122488669    
 6   672.3490479 1.0013569398     
 6   672.3694806 1.00121269592    
 6   672.3899132 1.00136986694    
 6   672.4103457 1.0020382324     
 6   672.4307784 1.0015655739     
 6   672.4512110 1.00187328874    
 6   672.4716436 1.00189799756    
 6   672.4920762 1.00216308559    
 6   672.5125088 1.00141470281    
 6   672.5329413 1.00001709981    
 6   672.5533739 1.00139236669    
 6   672.5738065 1.00085998157    
 6   672.5942391 1.00117440542    
 6   672.6146718 1.0008909085     
 6   672.6351043 1.00068055624    
 6   672.6555370 1.00080925484    
 6   672.6759696 1.00172577216    
 6   672.6964021 1.00094171704    
 6   672.7168347 1.00040065928    
 6   672.7372673 1.00134196724    
 6   672.7576998 1.00024144283    
 6   672.7781325 1.00092764447    
 6   672.7985651 1.00055913938    
 6   672.8189976 1.00075288273    
 6   672.8394303 1.00068873797    
 6   672.8598629 1.00091185373    
 6   672.8802954 1.00080925484    
 6   672.9007280 0.999730657471   
 6   672.9211606 1.0007707189     
 6   672.9415932 1.00014645295    
 6   672.9620258 1.00106984292    
 6   672.9824584 1.00058082096    
 6   673.0028910 1.00019472516    
 6   673.0233236 1.00066607458    
 6   673.0437561 1.00020920682    
 6   673.0641887 1.0008341273     
 6   673.0846213 0.999915728188   
 6   673.1050539 1.00003951775    
 6   673.1254866 1.00076867347    
 6   673.1459191 1.00014408025    
 6   673.1663518 0.999861483323   
 6   673.1867843 0.999999345462   
 6   673.2072168 0.999933073454   
 6   673.2276495 0.999365670527   
 6   673.2480821 1.00023129749    
 6   673.2685146 0.999983145638   
 6   673.2889473 1.00006602656    
 6   673.3093799 0.999852237969   
 6   673.3298123 0.999729430212   
 6   673.3502450 0.998898493785   
 6   673.3706776 0.999014265254   
 6   673.3911103 0.998930320712   
 6   673.4115428 0.998885893921   
 6   673.4319754 0.999228135658   
 6   673.4524080 0.999309871134   
 6   673.4728405 0.999122345898   
 6   673.4932731 0.998674559854   
 6   673.5137058 0.999670439944   
 6   673.5341383 0.998326836358   
 6   673.5545709 0.99898841099    
 6   673.5750036 0.998805958426   
 6   673.5954360 0.999256771711   
 6   673.6158687 0.998582924486   
 6   673.6363013 0.999591649891   
 6   673.6567338 0.998774049682   
 6   673.6771665 0.999183299781   
 6   673.6975991 0.998484007378   
 6   673.7180315 0.998487852791   
 6   673.7384642 0.997964794837   
 6   673.7588968 0.99884874887    
 6   673.7793293 0.998215237571   
 6   673.7997620 0.998288054962   
 6   673.8201946 0.99925709898    
 6   673.8406270 0.998272509676   
 6   673.8610597 0.99811975679    
 6   673.8814923 0.998565661037   
 6   673.9019250 0.999449942339   
 6   673.9223575 0.998564842864   
 6   673.9427900 0.998625960382   
 6   673.9632227 0.998868466838   
 6   673.9836552 0.998812258358   
 6   674.0040878 0.998580633601   
 6   674.0245205 0.99753459951    
 6   674.0449530 0.99833010905    
 6   674.0653855 0.998317754639   
 6   674.0858182 0.998594542541   
 6   674.1062508 0.998745331812   
 6   674.1266834 0.997320401837   
 6   674.1471160 0.998178419789   
 6   674.1675485 0.997631880272   
 6   674.1879811 0.998466580295   
 6   674.2084137 0.998327245445   
 6   674.2288463 0.998414626314   
 6   674.2492789 0.998996674536   
 6   674.2697114 0.998678568901   
 6   674.2901439 0.99898931098    
 6   674.3105766 0.997509481602   
 6   674.3310092 0.99885300337    
 6   674.3514419 0.997409909956   
 6   674.3718744 0.998579242707   
 6   674.3923069 0.99840930819    
 6   674.4127396 0.998312845601   
 6   674.4331721 0.997608153257   
 6   674.4536047 0.997696597751   
 6   674.4740373 0.998141683824   
 6   674.4944698 0.998682987035   
 6   674.5149024 0.998161729061   
 6   674.5353351 0.998580469967   
 6   674.5557676 0.999254808095   
 6   674.5762001 0.998711295818   
 6   674.5966328 0.998481716494   
 6   674.6170653 0.992882059145   
 6   674.6374980 0.987712433488   
 6   674.6579306 0.988217000733   
 6   674.6783631 0.996949278596   
 6   674.6987957 0.998859876022   
 6   674.7192283 0.99894275694    
 6   674.7396609 0.999314043816   
 6   674.7600936 0.998267927908   
 6   674.7805260 0.998514934315   
 6   674.8009586 0.998729541075   
 6   674.8213913 0.998330599954   
 6   674.8418238 0.998145120151   
 6   674.8622564 1.00039845022    
 6   674.8826890 0.998128183971   
 6   674.9031215 0.99886478506    
 6   674.9235542 0.998184228817   
 6   674.9439867 0.9981363657     
 6   674.9644192 0.997827014516   
 6   674.9848519 0.998102247889   
 6   675.0052844 0.998459134921   
 6   675.0257170 0.997801651155   
 6   675.0461496 0.998161074523   
 6   675.0665821 0.998142011094   
 6   675.0870148 0.997818096431   
 6   675.1074474 0.998190365114   
 6   675.1278799 0.998019285154   
 6   675.1687451 0.998483516475   
 6   675.1891777 0.99797952195    
 6   675.2096103 0.998990129153   
 6   675.2300428 0.99918272706    
 6   675.2504754 0.997878804862   
 6   675.2709081 0.998997329074   
 6   675.2913406 0.997942622351   
 6   675.3117732 0.998696977792   
 6   675.3322058 0.998339927125   
 6   675.3526383 0.999420242662   
 6   675.3730710 0.998483925561   
 6   675.3935035 0.998345245249   
 6   675.4139360 0.99984372897    
 6   675.4343687 0.999107373334   
 6   675.4548013 0.998466253026   
 6   675.4752337 0.998691986937   
 6   675.4956664 0.998795322178   
 6   675.5160990 0.998462407613   
 6   675.5365315 0.999542477698   
 6   675.5569641 0.998564106508   
 6   675.5773966 0.998798840322   
 6   675.5978293 0.998443835087   
 6   675.6182619 0.999507541714   
 6   675.6386943 0.998816921943   
 6   675.6591270 0.999666430897   
 6   675.6795596 0.999147954711   
 6   675.6999922 0.998452180451   
 6   675.7204247 0.998508061662   
 6   675.7408573 0.998423708033   
 6   675.7612899 0.997481091001   
 6   675.7817225 0.998705650425   
 6   675.8021550 0.997688988742   
 6   675.8225877 0.998361199622   
 6   675.8430203 0.998531952312   
 6   675.8634528 0.998799658495   
 6   675.8838854 0.998409226372   
 6   675.9043180 0.998766686126   
 6   675.9247505 0.998609351471   
 6   675.9451831 0.998476316553   
 6   675.9656157 0.998607469673   
 6   675.9860482 0.998529334159   
 6   676.0064809 0.997954567675   
 6   676.0269134 0.998227673799   
 6   676.0473461 0.998307854746   
 6   676.0677786 0.998745168177   
 6   676.0882112 0.999269453391   
 6   676.1086438 0.998749668129   
 6   676.1290763 0.998393272      
 6   676.1495089 0.998572124603   
 6   676.1699415 0.997922331662   
 6   676.1903740 0.998552324818   
 6   676.2108066 0.998857094234   
 6   676.2312392 0.997500072613   
 6   676.2516717 0.998273818753   
 6   676.2721044 0.998318409177   
 6   676.2925369 0.998441298751   
 6   676.3129694 0.998761286184   
 6   676.3334021 0.99884784888    
 6   676.3538347 0.999141654779   
 6   676.3742672 0.998754249897   
 6   676.3946998 0.998066657367   
 6   676.4151324 0.997899750089   
 6   676.4355649 0.998968529387   
 6   676.4559975 0.998854966985   
 6   676.4764301 0.998578751804   
 6   676.4968626 0.997908259088   
 6   676.5172953 0.998481307408   
 6   676.5377278 0.998254673506   
 6   676.5581605 0.998318572812   
 6   676.5785930 0.998316936466   
 6   676.5990255 0.997440673258   
 6   676.6194582 0.997848696098   
 6   676.6398907 0.998243219085   
 6   676.6603233 0.99860697877    
 6   676.6807559 0.998811767454   
 6   676.7011884 0.998542915829   
 6   676.7216210 0.997858268722   
 6   676.7420536 0.998235528259   
 6   676.7624861 0.998974420232   
 6   676.7829188 0.998265964292   
 6   676.8033513 0.998662696346   
 6   676.8237839 0.997957022194   
 6   676.8442165 0.997966676635   
 6   676.8646491 0.998426244369   
 6   676.8850815 0.998355063325   
 6   676.9055142 1.00010423523    
 6   676.9259468 0.998890884776   
 6   676.9463792 0.998842612573   
 6   676.9668119 0.998570160988   
 6   676.9872445 0.999140672972   
 6   677.0076771 0.999880546752   
 6   677.0281096 0.999009192582   
 6   677.0485422 0.998735268285   
 6   677.0689748 0.998837458084   
 6   677.0894073 0.999278126024   
 6   677.1098399 0.999563668377   
 6   677.1302725 0.999147954711   
 6   677.1507050 0.999216844872   
 6   677.1711376 0.999319116488   
 6   677.1915703 0.999295553107   
 6   677.2120027 0.999202199576   
 6   677.2324354 0.999483569247   
 6   677.2528680 0.999511468944   
 6   677.2733004 0.999631658547   
 6   677.2937331 1.00006316295    
 6   677.3141657 0.998851039755   
 6   677.3345982 0.999578150037   
 6   677.3550308 0.999250471779   
 6   677.3754634 0.99924319004    
 6   677.3958959 0.999733275625   
